Symbol,Name,Status
LTRBF,LATROBE MAGNESIUM LTD Ordinary Shares,inactive
EQTD,Equal Trading Inc.Common Stock,inactive
NCKAF,NICKEL ASIA CORPORATION Ordinary Shares,inactive
MNDJF,Mandalay Resources Corporation Common Shares,inactive
CRMBQ,"Crumbs Bake Shop, Inc. Common Stock",inactive
JPRRF,Japan Prime Realty Investment Corp Ordinary Shares,inactive
EMCMF,EMERGE COMM LTD Common Shares,inactive
BRGAY,Borregaard AS American Depositary Receipts (Unsponsored)(Norway),inactive
KGMEF,Kagome Co Ltd Ordinary Shares (Japan),inactive
ROAOF,LGX Oil   Gas Inc. Ordinary Shares,inactive
FLIDY,FLSMIDTH & CO A/S American Depositary Receipts - Unsponsored,inactive
JYBSF,JAYA BERSAMA INDO TBK PT Ordinary Shares,inactive
VFDEF,Vanguard Funds PLC Vanguard FTSE Developed Europe UCITS ETF,inactive
APYI,"Aspyra, Inc. Common Stock",inactive
SAIDF,Fidelity Minerals Corp Common Shares,inactive
AFSIM,"AmTrust Financial Services, Inc. Depositary Shares, each Representing 1/40th of a Share of 7.75% Non-Cumulative Preferred Stock, Series E",inactive
FIGR,First Natl Bk Groton N Y Common Stock,inactive
SPBGF,SSGA SPDR ETFS EUROPE I PLC SHS EXCHANGE TRADED FUND USD Exchange Traded Fund,inactive
FRTHF,Fruitas Holdings Inc. Ordinary Shares (Philippines),inactive
TSFGN,South Financial Group Inc. (The) Pfd Mandatory Conv Ser (2008D-V),inactive
PPKTF,PT Pabrik Kertas Tjiwi Kimia Ordinary Shares,inactive
WAXS,"World Access, Inc. Common Stock",inactive
BMLWF,BMO Low Volatility US Equity ETF USD Unit (Canada),inactive
RETDF,REIT 1 LTD SHS REIT (Israel),inactive
TRAC,Track Data Corporation Common Stock,inactive
STAU,Star Nutrition Inc. Common Stock,inactive
PTGIF,PT Medco Energi International TBK IDR Ordinary Shares,inactive
DOTDF,DotDigital Group PLC Ordinary Shares (United Kingdom),inactive
NRWS,Narrowstep Inc. Common Stock,inactive
TLLGF,Talgo SA Ordinary Shares (Spain),inactive
SISAF,Sipef Sa Anvers Ordinary Shares (Belgium),inactive
IVCHF,INVICTA HOLDINGS LTD Ordinary Shares,inactive
RSYC,"Real Security Company, Inc. (The) Common Stock",inactive
AUHEF,Anhui Expressway Co Ltd Shares -H- (China),inactive
RVVBS,RSE COLLECTION LLC MEMBERSHIP INT SER MITSUBISHI VR4,inactive
FUKUF,FUKUDA CORP SHS (Japan),inactive
DOCRF,CLOUDMD SOFTWARE & SVCS INC Common Shares,inactive
CNCC,Canna Corporation Common Stock,inactive
TXSP,TAXUS PHARMACEUTICALS HLDGS INC Common Stock,inactive
VYGPF,Carta Holdings Inc Common Stock,inactive
LXRBF,LUXOR AS SHS -B- (Denmark),inactive
KMTUF,Komatsu Ltd Ord Ordinary Shares,inactive
NNCHF,NISSAN CHEM CORP Ordinary Shares,inactive
STECF,SCATEC ASA Ordinary Shares,inactive
UPOIF,United Palm Oil Industry Public Co Ltd UPOIC Other (Thailand),inactive
EARI,Entertainment Arts Research Inc Common Stock,inactive
FIEC,Frontier National Corporation Common Stock,inactive
MNNGF,Affluent Partners Holdings Ltd. Ordinary Shares,inactive
TOOD,Thermwood Corporation Common Stock,inactive
AUTLF,Austal Limited Ordinary Shares,inactive
HWVI,"Hawaiian Vintage Chocolate Company, Inc. Common Stock",inactive
SSGEF,SSGA SPDR ETFS EUROPE II PLC ACCUM SHS EXCHANGE TRADED FUND US Exchange Traded Fund,inactive
SHABF,Shaftesbury Plc Ordinary Shares (United Kingdom),inactive
ARNNY,ASR Nederland NV American Depositary Receipts - Unsponsored (Netherlands),inactive
KIRY,Kiewit Royalty Trust Shares of Beneficial Interest,inactive
JJCTF,Barclays Bk PLC iPath Bloomberg Copper Subindex Total Return ETN due 10/02/2037 (United Kingdom),inactive
LEOVF,LEOVEGAS AB Ordinary Shares,inactive
BJTRF,"Beijing Tong Ren Tang Chinese Medicine Co Ltd, Hong Kong Ordinary Shares (Hong Kong)",inactive
MEGH,"MW Investment Holding Group, Inc. Common Stock",inactive
DTEV,"Data Evolution Holdings, Inc. Common Stock",inactive
ALFDF,Astral Foods Ltd Ordinary Shares (South Africa),inactive
PCAAF,PC 1 CORP Common Shares (Canada),inactive
JUVAF,Juva Life Inc. Common Stock (Canada),inactive
PCLB,"Pinnacle Bancshares, Inc. Common Stock",inactive
SSOK,Sunstock Inc  Common Stock,inactive
AMKBF,A.P. Moeller-Maersk A/S B Shares (Denmark),inactive
NVYAF,Navya Ordinary Shares  France (FR),inactive
LECFF,Lignol Energy Corp Common Shares (Canada),inactive
HWGLF,HARWORTH GROUP PLC ORD GBP0.1 (United Kingdom),inactive
UURAF,"Ucore Rare Metals, Inc. Common Shares",inactive
TYTMF,Tokyo Tatemono Co Ltd Ordinary Shares,inactive
MLPMF,MILLENNIAL PRECIOUS METALS CORP Common Shares,inactive
EHITF,Edinburgh Investment Trust Ordinary Shares,inactive
CWLDY,Crown Resorts Ltd.  Unsponsored ADR (Australia),inactive
OGFPS,OTIS GALLERY LLC MEMBERSHIP INT SER - GALLERY DROP 019 Shares of Beneficial Interest,inactive
CMCXF,CMC Metals Ltd Common Shares,inactive
RZREF,Razer Energy Corp. Ordinary Shares (Canada),inactive
CGDI,"China Growth Development, Inc. Common Stock",inactive
STBMF,St. Barbara Ltd Ordinary Shares (Australia),inactive
GRNTF,Barclays Bk PLC iPath Global Carbon ETN due 06/24/2038 (United Kingdom),inactive
AVASF,Avast PLC Ordinary Shares (United Kingdom),inactive
UUGRY,United Utilities Group Plc Sponsored ADR (UK),inactive
TKPHF,Takeda Pharmaceutical Co Ltd Ordinary Shares (Japan),inactive
COGDF,Compass Gold Corporation Ordinary Shares,inactive
KIMTF,Kia Motors Ord Ordinary Shares,inactive
GVFGU,Gerova Financial Group Ltd Unit,inactive
SURRY,Sun Art Retail GP Ltd. Unsponsored ADR (Honk Kong),inactive
RAYT,Rayont Inc. Common Stock,inactive
CRRFY,Carrefour S A (F) Sponsored ADR (France),inactive
AVVFF,Art Vivant Co Ltd Ordinary Shares Japan(JP ),inactive
PAKTY,PT Map Aktif Adiperkasa TBK Unsponsored ADR (Indonesia),inactive
AKAAF,Aker Asa Shares A (Norway),inactive
CAOX,California Orchards Co Common Stock,inactive
SICNF,Sokoman Minerals Corp Common Shares,inactive
RSTAY,RIB Software SE American Depositary Receipts - Unsponsored,inactive
PLVFF,PLANT VEDA FOODS LTD Common Stock,inactive
LKFLF,Luk Fook Holdings International Ltd Ordinary Shares (Bermuda),inactive
KTHUF,KATHMANDU HOLDINGS LTD SHS (New Zealand),inactive
AMSLF,Australian Mines Limited Ordinary Shares,inactive
DLAD,"DealerAdvance, Inc. Common Stock New",inactive
TLPFY,Teleperformance Unsponsored ADR (France),inactive
HXPN,Harris Exploration Inc. New Common Stock,inactive
FSSTF,CI MORNINGSTAR CANADA MOMENTUM INDEX ETF Unit,inactive
CLIHF,CLS Holdings PLC Ordinary Shares (United Kingdom),inactive
WHITY,"Whitehaven Coal Ltd, Brisbane American Depositary Receipts (Unsponsored)(Australia)",inactive
MMMM,"Quad M Solutions, Inc. Common Stock",inactive
RSHPF,Irish Residential Properties REIT PLC Ordinary Shares Euro.10,inactive
SUNYF,SUNSHINE OILSANDS LTD Common Shares,inactive
BUHPY,Bumrungrad Hospital Public Co Ltd Unsponsored ADR (Thailand),inactive
WSBPF,WASKITA BETON PRECAST TBK PT (Indonesia),inactive
SYZLF,"Sylogist, Ltd Ordinary Shares (Canada)",inactive
RSASF,"Resaas Services, Inc. Ordinary Shares (Canada)",inactive
OTSKF,"Otsuka Holdings Co. Ltd, Tokyo Ordinary Shares (Japan)",inactive
APMOF,ASPERMONT LTD Ordinary Shares (Australia),inactive
ELEMF,ELEMENTAL ALTUS ROYALTIES CORP Ordinary Shares,inactive
VGMIF,Visible Gold Mines Inc Common Shares,inactive
CCGN,Consumer Capital Group Inc. Common Stock,inactive
WTBFA,W T B Financial Corp Cl-A Common Stock,inactive
VOLVF,AB Volvo Ordinary Shares,inactive
CYPS,Cyclo3pss Corporation Common Stock,inactive
DRRSF,Arianne Phosphate Inc Ordinary Shares (Canada),inactive
JYSKY,Jyske Bank A/S Silkeborg Unsponsored ADR (Denmark),inactive
ZNRG,"Znergy, Inc. Common Stock",inactive
FBPRM,First BanCorp. Preferred Stock,inactive
KHOTF,Kahoot! ASA Ordinary Shares,inactive
WHLX,WLMG Holding Inc Common Stock,inactive
FKCIF,Fukui Computer Holdings Inc Ordinary Shares (Japan),inactive
CMGR,CLUBHOUSE MEDIA GROUP INC COM,inactive
ROIUF,Route1 Inc. Ordinary Shares,inactive
CGEMY,Capgemini SE American Depositary Receipts - Unsponsored,inactive
SSEHF,SSGA SPDR ETFS EUROPE II PLC S&P US HEALTH CARE SEL SEC USD (UCITS) Exchange Traded Fund,inactive
VERKF,Verkkokauppa.com OYJ Common Shares (Finland),inactive
PBATF,PT Tambang Batubara Bukit ASAM TBK SHS SERIES -B -Ordinary Shares (Indonesia),inactive
SLJB,"Sulja Bros. Building Supplies, Ltd. Common Stock",inactive
NOUMF,NOUMI LTD ORDINARY FULLY PAID (Australia),inactive
TTUUF,Tokyu Fudosan Ordinary Shares (Japan),inactive
LBUY,"Leafbuyer Technologies, Inc. Common Shares",inactive
CFFHF,Cifi Hldgs Group Co Ltd Ordinary Shares (Cayman Islands),inactive
CPTFF,XTRACKERS IE PLC Exchange Traded Fund,inactive
FMCCN,Federal Home Loan Mortgage Corporation Preferred Stock,inactive
EFTI,"EarthFirst Technologies, Inc. Common Stock",inactive
FSVEF,Firestone Ventures Inc Ordinary Shares,inactive
ADBGF,ADORE BEAUTY GROUP LTD ORDINARY FULLY PAID (Australia),inactive
PNCFO,"PNC Financial Services Group Inc $1.80 Cumulative Convertible Preferred Stock, Series B",inactive
APRDM,Alabama Power Company 4.92 Preferred Stock,inactive
PTNL,PLANTATION CORP WY Common Stock,inactive
SWONF,SOFTWAREONE HLDG AG NAMEN AKT (Switzerland),inactive
BNGLF,Bengal Energy Ltd Ordinary Shares (Canada),inactive
UATG,"Umbra Applied Technologies Group, Inc. Common Stock",inactive
PVEG,"Pacific Vegas Global Strategies, Inc. (CO) Common Stock",inactive
TOGL,Toga Limited Common Stock,inactive
UCBJY,UCB Unsponsored ADR (Belgium),inactive
YOKEF,Yokogawa Electric Corp Ordinary Shares,inactive
CNBB,CNB CMNTY BANCORP INC COM,inactive
CFFMF,Cfoam Ltd Ordinary Shares (Australia),inactive
NWHUF,Northwest Healthcare Properties Real Estate Investment Trust Unit (Canada),inactive
WBTNF,WEEBIT NANO LTD SHS (Australia),inactive
SVTMF,SM Investments Corporation Ordinary Shares (Phillippines),inactive
AMGDF,ASTON MARTIN LAGONDA GLOBAL HLDGS PLC Ordinary Shares,inactive
SSRAP,Saturns Sears Roebuck Accep Corp 7.250% Tr Unit Cl A 06/01/2032,inactive
PMFIF,PIMCO ETFS PLC Exchange Traded Fund,inactive
TRPEF,TC Energy Corp Cum Redem 1st Pfd Shs Ser 3 (Canada),inactive
BTAVF,Batm Advanced Commun Ltd Ordinary Shares,inactive
LRBI,LAKE RIDGE BANCORP INC COM,inactive
STIE,Santaro Interactive Entertainment Co. Common Stock,inactive
UILCF,SINGAPORE LD GROUP LTD Ordinary Shares,inactive
CAKFY,McKesson Europe AG American Depositary Receipts - Unsponsored,inactive
TRKR,Tracker Corporation of America (The) Common Stock,inactive
CNPWM,Connecticut Light & Power Company $2.09 Series F Preferred Stock,inactive
RAFX,Rafex Gold Corp. Common Stock,inactive
PTVRF,Petro Victory Energy Corp. Ordinary Shares,inactive
TCVNF,TOCVAN VENTURES CORP Common Shares,inactive
FGRTF,"Fingertango, Inc. Ordinary Shares (Cayman Islands)",inactive
HOTF,"Hot Mama's Foods, Inc. Common Stock",inactive
AZRGF,"Azrieli Group Ltd, Tel-Aviv Ordinary Shares (Israel)",inactive
RIVMF,River & Mercantile Group Ordinary Shares (United Kingdom),inactive
EXXBF,Exeblock Technology Corp Ordinary Shares (Canada),inactive
IPXHF,Inpex Corporation Ordinary Shares (Japan),inactive
ITNF,"Internet Infinity, Inc. Common Stock",inactive
RNVT,"Renovate Neighborhoods, Inc. Common Stock",inactive
KNIT,Kinetic Group Inc Common Stock,inactive
CYRBY,Cyrela Brazil Realty SA Sponsored ADR representing Ordinary Shares (Brazil),inactive
ALPKF,Alpek SAB DE CV Ordinary Shares Financial Groups & Industrial Retail (Mexico),inactive
IAUGY,Insurance Australia Group Ltd American Depositary Receipts - Unsponsored,inactive
SVLPF,Savills Plc Ordinary Shares (United Kingdom),inactive
HMMR,Hammer Fiber Optics Holdings Corp. Common Stock,inactive
FRTAY,Freenet AG American Depositary Receipts (Unsponsored)(Federal Republic of Germany),inactive
PMOZ,"PrismOne Group, Inc. Common Stock",inactive
AMAZ,AMAZING ENERGY OIL & GAS CO Common Stock,inactive
DTHR,Dthera Sciences Common Stock,inactive
ENDGF,Endurance Gold Corp Common shares (Canada),inactive
YIKWF,Yik Wo International Holdings Ltd Ordinary Shares (Cayman Islands),inactive
NKWEF,NKWE Platinum Ltd Ordinary shares (Bermuda),inactive
VNTN,VentureNet Capital Group Inc Venture Net Inc,inactive
NGKIF,Ngk Insulators Ordinary Shares,inactive
QCAAF,Quinsam Cap Corp Ordinary Shares (Canada),inactive
CMVLF,"Cellectis, Romainville Ordinary Shares (France)",inactive
IBOGF,UNIVERSAL IBOGAINE INC Common Shares,inactive
VNUE,"VNUE, Inc. Common Stock",inactive
SHGDF,Star Diamond Corporation Ordinary Shares,inactive
SBOEF,Schoeller Bleckman Oilfld Eqpm Ordinary Shares,inactive
NADA,"North American Datacom, Inc. Common Stock",inactive
ZKBGF,ZKB Gold Corporate (Switzerland),inactive
ACMB,Agro Capital Management Corp Common Stock,inactive
SHMUY,Shimizu Corp Ord Unsponsored ADR (Japan),inactive
TPIA,Mycotopia Therapies Inc. Common Stock,inactive
RSNJS,RSE ARCHIVE LLC MEMBERSHIP INT SER - 96JORDAN2 1996 JORDAN PLAYOFF WORN AIR (JORDAN 11S) Shares of Beneficial Interest,inactive
VANTF,Vantex Resources Ltd Ordinary Shares,inactive
SXGLF,600 GROUP PLC THE Ordinary Shares,inactive
AUMTF,Aurelia Metals Ltd Shs (Australia),inactive
VLCNF,VOLCAN COMPANIA MINERA SA VOLCAN LIMA PFD SHS -B  Preference Shares,inactive
SBIGY,SABRE INS GROUP PLC American Depositary Receipts - Unsponsored  United Kingdom(GB ),inactive
BOID,BANK IDAHO HLDG CO Common Stock,inactive
GNZUF,GUANGZHOU AUTOMOBILE GROUP CO LTD Ordinary Shares,inactive
SEBYY,SEB S.A. American Depositary Receipts - Unsponsored (France),inactive
HOOB,"Holobeam, Inc. Common Stock",inactive
DRXGF,Drax Group PLC Ordinary Shares (United Kingdom),inactive
DOMR,Dominion Resources Black Warrior Trust Unit Ben Int,inactive
AMSU,Amanasu Environment Corporation Common Stock,inactive
ECYCF,Wisdomtree Commodity Sec Ltd Soybeans Common Shares,inactive
XXFPL,"FFP Partners, L.P. Units Rep. Class A Limited Partnership Interests",inactive
NDCVF,NORDIC SEMICONDUCTOR ASA Ordinary Shares (Norway),inactive
GBCMY,Global Bio Chem Technology Group Company Ltd Unsponsored ADR (Cayman Islands),inactive
ICHGF,Intercontinental Hotels Group Ordinary Shares,inactive
SVMRF,Sevan Marine ASA Ordinary Shares (Norway),inactive
CHFHF,CHINA ART FINL HLDG LTD Ordinary Shares,inactive
BGUUF,Benguet Corp BC Ordinary Shares (Phillippines),inactive
HENI,"Hinto Energy, Inc. Common Stock",inactive
ENVS,Enova Systems Inc. Common Stock,inactive
OPORF,OPEN ORPHAN PLC SHS  (United Kingdom),inactive
MHIHF,Million Hope Inds Holdings Ltd. Ordinary Shares (Cayman Islands),inactive
TAIHF,TAIHO KOGYO CO LTD AICHI SHS (Japan),inactive
SYMQY,SYMBIO PHARMACEUTICALS LTD  American Depositary Receipts - Sponsored (Japan),inactive
SDGCF,Sundrug Co Ltd Ordinary Shares (Japan),inactive
AXBSF,Axios Mobile Assets Corp. Ordinary Shares,inactive
WISKF,Weiss Korea Opportunity Fd Ltd. Ordinary Shares NPV,inactive
ISENF,Isoenergy Ltd. Ordinary Shares (Canada),inactive
AGCCF,Gensource Potash Corp. Ordinary Shares (Canada),inactive
LPPI,"LEEP, Inc. Common Stock",inactive
SEKYF,SEIKITOKYU KOGYO CO LTD SHS (Japan),inactive
SNTE,Sante Technology Holdings Inc. Common Stock,inactive
QUBSF,Qantas Airways Ltd (F) Aust Ordinary Shares,inactive
LEGX,"LegacyXChange, Inc Common Stock",inactive
BSEC,"Biosecurity Technology, Inc. Common Stock",inactive
INVL,Innovative Climatic Technologies Corp Common Stock,inactive
GIPL,Global Innovative Platforms Inc. Common Stock,inactive
SBIZF,"Symbio Pharmaceuticals Limited, Tokyo Ordinary Shares (Japan)",inactive
RLHCY,RECALL HLDGS LTD  American Depositary Receipts - Unsponsored (Australia),inactive
QQFSF,Qinqin Foodstuffs Group Cayman Co Ltd Ordinary Shares (Cayman Islands),inactive
HKHGF,Hongkong Land Holdings Ltd Ord Ordinary Shares,inactive
RSBES,RSE ARCHIVE LLC MEMEBERSHIP INT SER - BATMAN2 1940 BATMAN #2,inactive
HNIHY,Helens International Holdings Company Limited American Depositary Receipts - Unsponsored (Cayman Islands),inactive
SUNC,"Suncast Solar Energy, Inc  Common Stock",inactive
IMKXF,Invesco Markets II PLC Powershares Preferred Shares UCITS ETF,inactive
SJCPP,SATURNS TR NO 2007-1 Preferred Stock CL A,inactive
ATRVF,Activa Resources AG Ordinary Shares After Cap Reduction (Germany),inactive
SREDF,Storebrand (F) Ordinary Shares,inactive
DLTI,DLT Resolution Inc. Common Stock,inactive
WOFA,"Wisdom Homes of America, Inc. Common Stock",inactive
IBXNF,Ibex Technologies Inc Common Ordinary Shares,inactive
AZTEF,TV Azteca Sa De CV Ord Part Cert/Repr 1 Shs - A - 1 Shs- D-A-and 1 1 Shs-D-L-Mexico (old)(MXN) (Mexico),inactive
IMVEF,ISHARES VI PLC EDGE MSCI EUROPE MINIMUM VOLATILITY UCITS ETF Exchange Traded Fund,inactive
GHGUF,Go-Ahead Group Plc Ordinary Shares (United Kingdom),inactive
IGRW,Interactive Health Network Common Stock,inactive
WUMSY,Wumart Stores Inc American Depository Receipt (Unsponsored),inactive
DSGUF,Dogan Sirketler Grubu Holdings AS Ordinary Shares (Turkey),inactive
SKSUF,Sekisui Chem Co Ordinary Shares,inactive
CNLK,"Cannalink, Inc. New Common Stock",inactive
HTDS,"Hard to Treat Diseases, Inc. Common Stock",inactive
DVLP,"Golden Developing Solutions, Inc. Common Stock",inactive
GRPRF,GRUPO ROTOPLAS S A B DE C V ORDINARY SHARES (Mexico),inactive
FLRAF,Essentra PLC Ordinary Shares (UK),inactive
XESP,ELECTRONIC SERVITOR PUBN NETWORK INC Common Stock,inactive
FNRC,1st NRG Corp. Common Stock,inactive
AVCTF,AVACTA GROUP PLC Ordinary Shares United Kingdom(GB ),inactive
SLOIF,"SOITEC, BERNIN Ordinary Shares",inactive
ROYHF,Royal Holdings Co Ltd Ordinary Shares,inactive
SPLY,"SocialPlay USA, Inc. Common Stock",inactive
ASLLF,Asimilar Group PLC Ordinary Shares (United Kingdom),inactive
BONXF,Bonterra Res Inc Ordinary Shares,inactive
HAYPF,Hays Plc Ord Ordinary Shares,inactive
WWTIF,WATER WAYS TECHNOLOGIES INC Common Shares,inactive
ISVIF,IShares VII PLC CS ETFIEON IBOXX USD 7 10YR GOVT (Ireland),inactive
SEDN,"SED International Holdings, Inc. Common Stock",inactive
LFHLF,LAI FUNG HOLDINGS LTD SHS NEW (Cayman Islands),inactive
DMTTF,Small Pharma Inc Common Stock (Canada),inactive
FMEGF,Farmer's Edge Inc Common Shares (Canada),inactive
AAYYY,Austrailian Agricultural Company Ltd Unsponsored ADR (Austrailia),inactive
GMRCF,GELUM RES LTD COM (Canada),inactive
YIDUF,Yidu Tech Inc. Ordinary Shares (Cayman Islands),inactive
SGBP,Syringa Bancorp (ID) Common Stock,inactive
LNGT,"Laser Energetics, Inc. Common Stock",inactive
TQLB,"Torque Lifestyle Brands, Inc. Common Stock",inactive
ISRWF,iShares II plc Ordinary Shares (Ireland),inactive
KVLQF,ValOre Metals Corp Common Shares,inactive
CHZHF,China Zhongwang Holdings Ltd Ordinary Shares (Cayman Islands),inactive
NVTRQ,Nuvectra Corp Common Stock,inactive
STMGF,STAMPER OIL & GAS CORP COM NEW (Canada),inactive
SNIRF,Senior Plc Ordinary Shares,inactive
ALORY,Alior Bank SA Unsponsored ADR (Poland),inactive
ZRSEF,DOCMORRIS AG Common Stock,inactive
AOOO,Autoco.Com Inc Common Stock,inactive
GMXDF,Grupo Mexica Common Shares,inactive
SPWUF,SSGA SPDR ETFS EUROPE II PLC MSCI WORLD UTILITIES UCITS ETF SPDR MSCI WORLD (UTILITIES UCITS ETF) Exchange Traded Fund,inactive
SIOLY,Sino-Ocean Group Holdings Ltd American Depositary Receipts - Unsponsored,inactive
APRO,"Allegiant Professional Business Services, Inc. Common Stock",inactive
MCTH,"Medical Connections Holdings, Inc. Common Stock",inactive
STYLA,"Styleclick, Inc. Class A Common Stcok",inactive
DGNOF,"Diagnos, Inc. Common Shares",inactive
AHLPS,RSE ARCHIVE LLC MEMBERSHIP INT SER - 97KOBE 1997 KOBE BRYANT CARD,inactive
FCODF,COMPAGNIE DE L ODET Common Shares,inactive
CDCTF,GOLDCREST CO LTD TOKYO SHS (Japan),inactive
FIRRF,First Tractor Co Ltd Cny Ordinary Shares,inactive
PLWN,Pinelawn Cemetery Common Stock,inactive
QHCCQ,Quorum Health Corp. Common Stock,inactive
TERCF,TERRACOM LTD ORDINARY FULLY PAID (Australia),inactive
GWSO,"Global Warming Solutions, Inc. Common Stock",inactive
GGCPF,GENERIC GOLD CORP Ordinary Shares,inactive
FRGY,Frontier Energy Corporation,inactive
RCFFS,RSE COLLECTION LLC SER FERRARI 355 SPIDER Shares of Beneficial Interest,inactive
PGGG,"Pegasus Gaming, Corp. Common Stock",inactive
ULNV,"Porter Holding International, Inc. Common Stock",inactive
CZNB,Citizens Bancorp (CA) Common Stock,inactive
USAE,"U.S. Aerospace, Inc. Common Stock",inactive
QDRSF,"Quadrise Fuels International PLC, London Ordinary Shares (United Kingdom)",inactive
ROSYY,PJSC Rostelecom American Depositary Receipts - Sponsored,inactive
PTOVF,PROTO CORP NAGOYA Ordinary Shares,inactive
TORIF,TORIKIZOKU CO LTD Common Shares (Japan),inactive
VEOEY,Veolia Environnement American Depositary Receipts - Sponsored,inactive
DVNHF,Frontier Services Group Ltd Ordinary Shares,inactive
LBGF,Level Best Golf Inc Common Stock,inactive
CMGHY,Chaoda Modern Agriculture Holdings Inc Unsponsored ADR (Cayman Islands),inactive
USCS,USCorp Common Stock,inactive
REABS,RSE ARCHIVE LLC MEMEBERSHIP INT SER - TORNEK TORNEK-RAYVILLE REF TR 900,inactive
JSGRY,LIXIL Corp American Depositary Receipts - Unsponsored,inactive
ABTZY,Aboitiz Equity Ventures Inc. Unsponsored ADR (Phillipines),inactive
TRVR,"Two Rivers Financial Group, Inc. Common Stock",inactive
UNIB,University Bancorp Inc Michigan Common Stock,inactive
HDVWF,HSBC ETFS PLC HSBC DEVELOPED WORLD SUSTAINABLE EQUITY UCITS ETF (USD) Exchange Traded Fund,inactive
DBXTF,Xtrackers DBLCI Comm Optimum Yield Swap UCITS ETF 2C Ordinary Shares,inactive
NOMNF,Canex Metals Inc Ordinary Shares,inactive
HRLDF,Heron Resources Limited HRR Ordinary Shares,inactive
SFDPF,Spark Infrastructure Group Stapled Security (Australia),inactive
TMVWY,TeamViewer SE American Depositary Receipts - Unsponsored,inactive
CLPIF,Compagnie Des Alpes SA Common Shares (France),inactive
TRFNF,Trufin PLC Ord GBP0.91 (Jersey),inactive
DTTYF,Destiny Pharma Hldgs PLC Ordinary Shares (United Kingdom),inactive
ACGX,"Alliance Creative Group, Inc. Common Stock",inactive
BIOGY,Biogaia AB Unsponsored ADR,inactive
ELCPF,EDP Energias de Portugal SA Ordinary Reg Shares (Portugal),inactive
DSKIF,Daiseki Co Ltd Ordinary Shares (Japan),inactive
PTASF,PT Astra Otoparts TBK Ordinary Shares (Indonesia),inactive
LNZNY,LENZING AG American Depositary Receipts - Unsponsored (Austria),inactive
CFGW,Community Financial Group Inc (Washington) Common Stock,inactive
MMDDF,Mirriad Advertising Ltd Ordinary Shares (United Kingdom),inactive
CFACY,COFACE SA ADR (France),inactive
RFLOS,RSE ARCHIVE LLC MEMEBERSHIP INT SER - FLASH123 1961 THE FLASH #123 Shares of Beneficial Interest,inactive
LGNYZ,Ligand Pharmaceuticals Incorporated General Contingent Value Right,inactive
LNGPF,Longfor Group Holdings Ltd Ordinary Shares,inactive
GMNI,Gemini Group Global Corp. Common Stock,inactive
GVYB,GOLDEN VY BANCSHARES INC Common Stock,inactive
PTHXF,PT HEXINDO ADIPERKASA Ordinary Shares,inactive
TKCHF,TAOKA CHEMICAL CO LTD SHS (Japan),inactive
IMNTF,IMINT Image Intelligence AB Shares AK (Sweden),inactive
MHTX,"Manhattan Scientifics, Inc. Common Stock",inactive
LNHBF,Lionhub Group Ltd Ordinary Shares (Australia),inactive
TVAGF,TVA Group Inc Cl B Ordinary Shares (Canada),inactive
MURXF,Minotaur Exploration Ltd Ordinary Shares (Australia),inactive
PLSH,PANACEA LIFE SCIENCES HLDGS INC Common Stock,inactive
TPGTF,TPG Telecom Ltd Ordinary Shares (Australia),inactive
HCLHF,Holista Colltech Limited Ordinary Shares (Australia),inactive
AKRXQ,AKORN INC Common Stock,inactive
AKRCY,AKER CARBON CAPTURE ASA American Depositary Receipts - Unsponsored (Norway),inactive
AMKAF,A.P. Moeller-Maersk A/S A Shares (Denmark),inactive
PBDBY,Pt Bank Danamon Indonesia Unsponsored ADR (Indonesia),inactive
RYPE,"Royalite Petroleum Company, Inc. Common Stock",inactive
KHRNF,Khiron Life Sciences Corp Common Stock,inactive
TLDE,"TLD3 Entertainment Group, Inc. Common Stock",inactive
HNHPF,Hon Hai Precision Industries Co Ltd Global Depositary Receipts - Sponsored,inactive
IUVEF,ISHARES IV PLC ISHARES MSCI USA VALUE FACTOR ESG UCITS ETF USD ACC (Ireland),inactive
HSTC,"HST Global, Inc. Common Stock",inactive
MNKA,"Manuka, Inc. Common Stock",inactive
TREAY,Terna Energy S A American Depositary Share (Unsponsored)(Greece),inactive
APSI,Aqua Power Systems Inc. Common Stock,inactive
RADLY,Raia Drogasil SA American Depositary Receipts - Sponsored (Brazil),inactive
CHLSY,CHOCOLADEFABRIKEN LINDT & SPRUENGLI AG American Depositary Receipts - Unsponsored,inactive
AVPMF,"Avrupa Minerals, Ltd. Common Shares",inactive
MNPP,Merchants Natl Pptys Inc Common Stock,inactive
WCIG,Wee-Cig International Corporation Common Stock,inactive
CLKFF,Clarke Inc Common Shares,inactive
USBC,US BioTec Inc New Common Shares (NV),inactive
ORXOF,Orexo AB Ordinary Shares (Sweden),inactive
RMPQS,RSE ARCHIVE LLC MEMBERSHIP INT SER - 1999 MANNY PACQUIAO (ROOKIE CARD) Shares of Beneficial Interest,inactive
ISRHF,iShares V Plc S&P Energy Sector Ucits Etf (Ireland) Exchange Traded Fund,inactive
MHYR,Manthey Redmond Corp. Common,inactive
QBEIF,Q B E Insurance Group Ltd Ordinary Shares,inactive
DSNY,"Destiny Media Technologies, Inc. Common Stock",inactive
ADMLF,Adriatic Metals PLC CHESS Depositary Interests 1:1,inactive
CGCLF,CENTRAL GLASS CO LTD Ordinary Shares,inactive
